"data for Bass_river(dry)" 
1.0  ! stepsize (days) 
ST1: 13149 time steps 
ST2 
ST3 
*  ! list directed format ok here 
Rain (mm),ET(mm),Runoff (mm/day),Date
7.34625,3.419354839,0.705,18/10/1956
3.31125,3.419354839,0.908,19/10/1956
0.495,3.419354839,1.463,20/10/1956
0.11875,3.419354839,1.235,21/10/1956
0.24,3.419354839,1.015,22/10/1956
0.1075,3.419354839,0.908,23/10/1956
0.5225,3.419354839,0.612,24/10/1956
0.4175,3.419354839,0.529,25/10/1956
2.77625,3.419354839,0.394,26/10/1956
10.82125,3.419354839,0.394,27/10/1956
10.7225,3.419354839,0.908,28/10/1956
3.13,3.419354839,0.705,29/10/1956
0.97875,3.419354839,0.415,30/10/1956
0.585,3.419354839,0.415,31/10/1956
0.0125,4.266666667,0.415, 1/11/1956
1.82625,4.266666667,0.306, 2/11/1956
1.67875,4.266666667,0.477, 3/11/1956
6.77125,4.266666667,0.358, 4/11/1956
5.9575,4.266666667,0.306, 5/11/1956
1.26375,4.266666667,0.218, 6/11/1956
0,4.266666667,0.218, 7/11/1956
0,4.266666667,0.218, 8/11/1956
0.0875,4.266666667,0.218, 9/11/1956
5.59,4.266666667,0.218,10/11/1956
3.335,4.266666667,0.218,11/11/1956
0.0075,4.266666667,0.218,12/11/1956
3.09375,4.266666667,0.218,13/11/1956
2.6125,4.266666667,0.306,14/11/1956
6.085,4.266666667,0.306,15/11/1956
12.585,4.266666667,0.306,16/11/1956
7.57375,4.266666667,0.415,17/11/1956
4.43,4.266666667,0.477,18/11/1956
2.60125,4.266666667,0.545,19/11/1956
0.40875,4.266666667,0.545,20/11/1956
0,4.266666667,0.306,21/11/1956
0,4.266666667,0.306,22/11/1956
0.2875,4.266666667,0.218,23/11/1956
0.17875,4.266666667,0.218,24/11/1956
0.00375,4.266666667,0.181,25/11/1956
0,4.266666667,0.151,26/11/1956
0,4.266666667,0.124,27/11/1956
0,4.266666667,0.104,28/11/1956
0,4.266666667,0.104,29/11/1956
0,4.266666667,0.104,30/11/1956
0,4.064516129,0.104, 1/12/1956
5.00625,4.064516129,0.104, 2/12/1956
4.92875,4.064516129,0.104, 3/12/1956
1.81125,4.064516129,0.151, 4/12/1956
0.39375,4.064516129,0.151, 5/12/1956
0.1125,4.064516129,0.104, 6/12/1956
0.0675,4.064516129,0.088, 7/12/1956
0,4.064516129,0.088, 8/12/1956
0,4.064516129,0.088, 9/12/1956
0.3625,4.064516129,0.088,10/12/1956
0.28625,4.064516129,0.088,11/12/1956
1.4975,4.064516129,0.088,12/12/1956
6.0425,4.064516129,0.088,13/12/1956
3.9325,4.064516129,0.088,14/12/1956
1.2925,4.064516129,0.088,15/12/1956
0.47625,4.064516129,0.124,16/12/1956
0,4.064516129,0.151,17/12/1956
0,4.064516129,0.151,18/12/1956
1.15,4.064516129,0.124,19/12/1956
0.69,4.064516129,0.124,20/12/1956
0,4.064516129,0.124,21/12/1956
0,4.064516129,0.124,22/12/1956
0,4.064516129,0.124,23/12/1956
0,4.064516129,0.124,24/12/1956
0.3125,4.064516129,0.124,25/12/1956
0.73125,4.064516129,0.124,26/12/1956
0.32625,4.064516129,0.065,27/12/1956
0.04375,4.064516129,0.065,28/12/1956
0.02625,4.064516129,0.065,29/12/1956
0,4.064516129,0.065,30/12/1956
0,4.064516129,0.065,31/12/1956
0,4.580645161,0.057, 1/01/1957
0,4.580645161,0.057, 2/01/1957
0,4.580645161,0.057, 3/01/1957
0,4.580645161,0.057, 4/01/1957
0,4.580645161,0.057, 5/01/1957
0.20625,4.580645161,0.057, 6/01/1957
0.12375,4.580645161,0.057, 7/01/1957
0,4.580645161,0.057, 8/01/1957
0,4.580645161,0.063, 9/01/1957
0,4.580645161,0.065,10/01/1957
0,4.580645161,0.057,11/01/1957
0,4.580645161,0.057,12/01/1957
0,4.580645161,0.057,13/01/1957
0,4.580645161,0.057,14/01/1957
0.00625,4.580645161,0.057,15/01/1957
0.00375,4.580645161,0.054,16/01/1957
0,4.580645161,0.054,17/01/1957
0.16875,4.580645161,0.054,18/01/1957
1.4575,4.580645161,0.054,19/01/1957
0.81375,4.580645161,0.054,20/01/1957
0,4.580645161,0.054,21/01/1957
0.33125,4.580645161,0.054,22/01/1957
0.19875,4.580645161,0.054,23/01/1957
0,4.580645161,0.054,24/01/1957
0.00625,4.580645161,0.054,25/01/1957
0.00375,4.580645161,0.054,26/01/1957
0,4.580645161,0.054,27/01/1957
0,4.580645161,0.054,28/01/1957
0,4.580645161,0.054,29/01/1957
0,4.580645161,0.054,30/01/1957
0,4.580645161,0.054,31/01/1957
0.1,3.607142857,0.054, 1/02/1957
1.485,3.607142857,0.054, 2/02/1957
0.855,3.607142857,0.054, 3/02/1957
0,3.607142857,0.054, 4/02/1957
0,3.607142857,0.054, 5/02/1957
3.475,3.607142857,0.054, 6/02/1957
4.135,3.607142857,0.054, 7/02/1957
2.605,3.607142857,0.054, 8/02/1957
0.825,3.607142857,0.057, 9/02/1957
1.04375,3.607142857,0.057,10/02/1957
0.62625,3.607142857,0.057,11/02/1957
0,3.607142857,0.057,12/02/1957
1.2375,3.607142857,0.057,13/02/1957
0.7425,3.607142857,0.057,14/02/1957
3.525,3.607142857,0.057,15/02/1957
2.48375,3.607142857,0.057,16/02/1957
0.22125,3.607142857,0.057,17/02/1957
0,3.607142857,0.057,18/02/1957
0,3.607142857,0.057,19/02/1957
5.63125,3.607142857,0.057,20/02/1957
3.37875,3.607142857,0.057,21/02/1957
0,3.607142857,0.057,22/02/1957
0,3.607142857,0.057,23/02/1957
0,3.607142857,0.057,24/02/1957
0,3.607142857,0.054,25/02/1957
0,3.607142857,0.054,26/02/1957
0,3.607142857,0.054,27/02/1957
0,3.607142857,0.054,28/02/1957
0.375,2.903225806,0.054, 1/03/1957
5.69375,2.903225806,0.054, 2/03/1957
3.2875,2.903225806,0.054, 3/03/1957
0.0475,2.903225806,0.054, 4/03/1957
0.02625,2.903225806,0.054, 5/03/1957
0.0125,2.903225806,0.054, 6/03/1957
0.3825,2.903225806,0.054, 7/03/1957
0.3875,2.903225806,0.054, 8/03/1957
5.16625,2.903225806,0.054, 9/03/1957
3.04125,2.903225806,0.054,10/03/1957
0,2.903225806,0.054,11/03/1957
0.6375,2.903225806,0.054,12/03/1957
17.16375,2.903225806,0.054,13/03/1957
10.06875,2.903225806,0.057,14/03/1957
0,2.903225806,0.057,15/03/1957
0,2.903225806,0.057,16/03/1957
0.14375,2.903225806,0.057,17/03/1957
0.08625,2.903225806,0.057,18/03/1957
0,2.903225806,0.057,19/03/1957
0,2.903225806,0.057,20/03/1957
0,2.903225806,0.057,21/03/1957
0,2.903225806,0.054,22/03/1957
0.45625,2.903225806,0.054,23/03/1957
0.92375,2.903225806,0.054,24/03/1957
0.39,2.903225806,0.054,25/03/1957
0,2.903225806,0.054,26/03/1957
0,2.903225806,0.054,27/03/1957
0,2.903225806,0.054,28/03/1957
0,2.903225806,0.054,29/03/1957
0,2.903225806,0.054,30/03/1957
3.4375,2.903225806,0.054,31/03/1957
2.075,2,0.054, 1/04/1957
0.0075,2,0.054, 2/04/1957
0,2,0.054, 3/04/1957
0,2,0.054, 4/04/1957
0,2,0.054, 5/04/1957
0,2,0.054, 6/04/1957
0.10625,2,0.054, 7/04/1957
0.07625,2,0.054, 8/04/1957
0.9325,2,0.054, 9/04/1957
2.02375,2,0.054,10/04/1957
1.11875,2,0.054,11/04/1957
0.1425,2,0.057,12/04/1957
0.0125,2,0.057,13/04/1957
0.0075,2,0.057,14/04/1957
0,2,0.057,15/04/1957
2.5,2,0.057,16/04/1957
2.36875,2,0.057,17/04/1957
2.15875,2,0.057,18/04/1957
1.02,2,0.057,19/04/1957
0.0225,2,0.057,20/04/1957
0,2,0.057,21/04/1957
0.025,2,0.057,22/04/1957
0.23375,2,0.057,23/04/1957
0.1375,2,0.057,24/04/1957
0.00375,2,0.057,25/04/1957
0,2,0.057,26/04/1957
0,2,0.057,27/04/1957
0,2,0.057,28/04/1957
3.63125,2,0.057,29/04/1957
4.135,2,0.057,30/04/1957
6.28625,1.258064516,0.057, 1/05/1957
3.16125,1.258064516,0.057, 2/05/1957
0.05625,1.258064516,0.065, 3/05/1957
0,1.258064516,0.065, 4/05/1957
0,1.258064516,0.057, 5/05/1957
0,1.258064516,0.057, 6/05/1957
0,1.258064516,0.057, 7/05/1957
0,1.258064516,0.065, 8/05/1957
0,1.258064516,0.065, 9/05/1957
0,1.258064516,0.065,10/05/1957
0,1.258064516,0.065,11/05/1957
0,1.258064516,0.065,12/05/1957
2.775,1.258064516,0.065,13/05/1957
1.69,1.258064516,0.065,14/05/1957
0.015,1.258064516,0.065,15/05/1957
0,1.258064516,0.065,16/05/1957
0,1.258064516,0.065,17/05/1957
0.8625,1.258064516,0.065,18/05/1957
1.33,1.258064516,0.065,19/05/1957
2.4875,1.258064516,0.065,20/05/1957
6.975,1.258064516,0.065,21/05/1957
11.13375,1.258064516,0.07,22/05/1957
5.00125,1.258064516,0.124,23/05/1957
0.24,1.258064516,0.104,24/05/1957
0,1.258064516,0.088,25/05/1957
0,1.258064516,0.083,26/05/1957
0,1.258064516,0.075,27/05/1957
0.09375,1.258064516,0.065,28/05/1957
0.25625,1.258064516,0.065,29/05/1957
0.7825,1.258064516,0.065,30/05/1957
0.735,1.258064516,0.065,31/05/1957
0.78375,1.066666667,0.065, 1/06/1957
0.34875,1.066666667,0.065, 2/06/1957
0,1.066666667,0.065, 3/06/1957
0,1.066666667,0.065, 4/06/1957
0,1.066666667,0.065, 5/06/1957
0,1.066666667,0.057, 6/06/1957
0,1.066666667,0.057, 7/06/1957
0,1.066666667,0.057, 8/06/1957
0,1.066666667,0.057, 9/06/1957
0,1.066666667,0.057,10/06/1957
1.40625,1.066666667,0.057,11/06/1957
6.375,1.066666667,0.057,12/06/1957
3.31875,1.066666667,0.057,13/06/1957
0,1.066666667,0.065,14/06/1957
0,1.066666667,0.065,15/06/1957
0,1.066666667,0.065,16/06/1957
0.975,1.066666667,0.124,17/06/1957
1.49125,1.066666667,0.057,18/06/1957
1.3,1.066666667,0.057,19/06/1957
3.82875,1.066666667,0.057,20/06/1957
14.15625,1.066666667,0.057,21/06/1957
9.91,1.066666667,0.151,22/06/1957
2.67875,1.066666667,0.358,23/06/1957
0.6725,1.066666667,0.181,24/06/1957
0.9075,1.066666667,0.151,25/06/1957
0.54,1.066666667,0.124,26/06/1957
0,1.066666667,0.124,27/06/1957
6.93125,1.066666667,0.124,28/06/1957
10.92125,1.066666667,0.124,29/06/1957
5.72,1.066666667,0.124,30/06/1957
1.00375,1.096774194,0.151, 1/07/1957
0.0475,1.096774194,0.151, 2/07/1957
0.02625,1.096774194,0.104, 3/07/1957
0,1.096774194,0.104, 4/07/1957
0.06875,1.096774194,0.104, 5/07/1957
11.34125,1.096774194,0.104, 6/07/1957
10.8425,1.096774194,0.151, 7/07/1957
2.46875,1.096774194,0.545, 8/07/1957
0.6625,1.096774194,0.306, 9/07/1957
45.31125,1.096774194,0.306,10/07/1957
32.58,1.096774194,4.961,11/07/1957
3.375,1.096774194,3.357,12/07/1957
0.00625,1.096774194,0.96,13/07/1957
0.00375,1.096774194,0.696,14/07/1957
0,1.096774194,0.477,15/07/1957
1.46875,1.096774194,0.477,16/07/1957
1.0875,1.096774194,0.306,17/07/1957
0.12375,1.096774194,0.306,18/07/1957
0,1.096774194,0.306,19/07/1957
0.1375,1.096774194,0.218,20/07/1957
5.22625,1.096774194,0.218,21/07/1957
11.5175,1.096774194,0.218,22/07/1957
5.05875,1.096774194,1.396,23/07/1957
0.0125,1.096774194,0.96,24/07/1957
0.05125,1.096774194,0.617,25/07/1957
0.02625,1.096774194,0.617,26/07/1957
0,1.096774194,0.617,27/07/1957
0,1.096774194,0.617,28/07/1957
0.1625,1.096774194,0.617,29/07/1957
0.72875,1.096774194,0.306,30/07/1957
0.37875,1.096774194,0.26,31/07/1957
0,1.516129032,0.26, 1/08/1957
0,1.516129032,0.218, 2/08/1957
0.3,1.516129032,0.218, 3/08/1957
0.18,1.516129032,0.218, 4/08/1957
0.1375,1.516129032,0.218, 5/08/1957
0.1075,1.516129032,0.218, 6/08/1957
3.12125,1.516129032,0.181, 7/08/1957
8.57625,1.516129032,0.218, 8/08/1957
5.67125,1.516129032,0.218, 9/08/1957
0.98625,1.516129032,0.218,10/08/1957
0.6625,1.516129032,0.218,11/08/1957
1.85375,1.516129032,0.306,12/08/1957
3.02375,1.516129032,0.306,13/08/1957
2.73375,1.516129032,0.26,14/08/1957
0.86625,1.516129032,0.26,15/08/1957
0,1.516129032,0.26,16/08/1957
0,1.516129032,0.26,17/08/1957
0,1.516129032,0.26,18/08/1957
0.18125,1.516129032,0.26,19/08/1957
0.34,1.516129032,0.218,20/08/1957
0.13875,1.516129032,0.218,21/08/1957
13.9875,1.516129032,0.218,22/08/1957
8.58625,1.516129032,0.218,23/08/1957
0.11625,1.516129032,0.306,24/08/1957
0,1.516129032,0.306,25/08/1957
0,1.516129032,0.306,26/08/1957
0,1.516129032,0.306,27/08/1957
0,1.516129032,0.306,28/08/1957
0,1.516129032,0.218,29/08/1957
0.54375,1.516129032,0.218,30/08/1957
5.245,1.516129032,0.218,31/08/1957
3.71375,2.133333333,0.218, 1/09/1957
0.4575,2.133333333,0.218, 2/09/1957
0,2.133333333,0.218, 3/09/1957
0,2.133333333,0.218, 4/09/1957
0,2.133333333,0.218, 5/09/1957
0.775,2.133333333,0.181, 6/09/1957
3.32125,2.133333333,0.181, 7/09/1957
1.71375,2.133333333,0.181, 8/09/1957
0,2.133333333,0.181, 9/09/1957
0,2.133333333,0.181,10/09/1957
0,2.133333333,0.181,11/09/1957
0,2.133333333,0.181,12/09/1957
0,2.133333333,0.181,13/09/1957
0.93125,2.133333333,0.181,14/09/1957
4.07125,2.133333333,0.181,15/09/1957
5.695,2.133333333,0.181,16/09/1957
2.29,2.133333333,0.218,17/09/1957
2.05125,2.133333333,0.218,18/09/1957
1.275,2.133333333,0.218,19/09/1957
0.05625,2.133333333,0.218,20/09/1957
0.13125,2.133333333,0.218,21/09/1957
0.09125,2.133333333,0.181,22/09/1957
0.6075,2.133333333,0.181,23/09/1957
2.185,2.133333333,0.181,24/09/1957
1.095,2.133333333,0.181,25/09/1957
0.64375,2.133333333,0.181,26/09/1957
0.43625,2.133333333,0.181,27/09/1957
3.07375,2.133333333,0.181,28/09/1957
2.86375,2.133333333,0.181,29/09/1957
2.9975,2.133333333,0.181,30/09/1957
2.3875,3.419354839,0.151, 1/10/1957
1.3275,3.419354839,0.151, 2/10/1957
0.45,3.419354839,0.151, 3/10/1957
0,3.419354839,0.151, 4/10/1957
0.5,3.419354839,0.151, 5/10/1957
12.89375,3.419354839,0.151, 6/10/1957
7.55625,3.419354839,0.358, 7/10/1957
0,3.419354839,0.358, 8/10/1957
2.7875,3.419354839,0.218, 9/10/1957
2.135,3.419354839,0.218,10/10/1957
1.68375,3.419354839,0.218,11/10/1957
0.84375,3.419354839,0.181,12/10/1957
0.05625,3.419354839,0.181,13/10/1957
3.565,3.419354839,0.151,14/10/1957
8.475,3.419354839,0.151,15/10/1957
6.40125,3.419354839,0.218,16/10/1957
1.5525,3.419354839,0.218,17/10/1957
0,3.419354839,0.218,18/10/1957
0,3.419354839,0.218,19/10/1957
0,3.419354839,0.181,20/10/1957
0.275,3.419354839,0.151,21/10/1957
21.6025,3.419354839,0.151,22/10/1957
12.8625,3.419354839,0.218,23/10/1957
0,3.419354839,0.617,24/10/1957
0,3.419354839,0.617,25/10/1957
0,3.419354839,0.617,26/10/1957
0,3.419354839,0.358,27/10/1957
0,3.419354839,0.218,28/10/1957
0,3.419354839,0.218,29/10/1957
0,3.419354839,0.151,30/10/1957
0,3.419354839,0.151,31/10/1957
0,4.266666667,0.151, 1/11/1957
1.00625,4.266666667,0.151, 2/11/1957
0.96625,4.266666667,0.124, 3/11/1957
9.61125,4.266666667,0.124, 4/11/1957
5.63625,4.266666667,0.181, 5/11/1957
4.14375,4.266666667,0.181, 6/11/1957
2.72375,4.266666667,0.151, 7/11/1957
0.51125,4.266666667,0.151, 8/11/1957
2.70875,4.266666667,0.151, 9/11/1957
1.98,4.266666667,0.151,10/11/1957
0.2925,4.266666667,0.151,11/11/1957
0,4.266666667,0.151,12/11/1957
0,4.266666667,0.151,13/11/1957
0,4.266666667,0.124,14/11/1957
0,4.266666667,0.124,15/11/1957
0.1625,4.266666667,0.124,16/11/1957
0.71,4.266666667,0.124,17/11/1957
1.3675,4.266666667,0.104,18/11/1957
2.1875,4.266666667,0.104,19/11/1957
0.9525,4.266666667,0.104,20/11/1957
0,4.266666667,0.104,21/11/1957
0,4.266666667,0.104,22/11/1957
0,4.266666667,0.104,23/11/1957
0,4.266666667,0.088,24/11/1957
0.775,4.266666667,0.088,25/11/1957
10.50875,4.266666667,0.088,26/11/1957
6.02625,4.266666667,0.104,27/11/1957
0,4.266666667,0.218,28/11/1957
0,4.266666667,0.104,29/11/1957
0,4.266666667,0.104,30/11/1957
0.30625,4.064516129,0.088, 1/12/1957
3.28375,4.064516129,0.088, 2/12/1957
1.9725,4.064516129,0.088, 3/12/1957
0.0675,4.064516129,0.088, 4/12/1957
0,4.064516129,0.088, 5/12/1957
0,4.064516129,0.088, 6/12/1957
0,4.064516129,0.088, 7/12/1957
0.08125,4.064516129,0.075, 8/12/1957
2.59875,4.064516129,0.075, 9/12/1957
1.53,4.064516129,0.075,10/12/1957
0,4.064516129,0.075,11/12/1957
0,4.064516129,0.065,12/12/1957
0,4.064516129,0.065,13/12/1957
0,4.064516129,0.065,14/12/1957
0,4.064516129,0.057,15/12/1957
0,4.064516129,0.057,16/12/1957
0,4.064516129,0.057,17/12/1957
0,4.064516129,0.057,18/12/1957
0,4.064516129,0.054,19/12/1957
3.7125,4.064516129,0.054,20/12/1957
2.2275,4.064516129,0.054,21/12/1957
0,4.064516129,0.054,22/12/1957
2.7625,4.064516129,0.054,23/12/1957
3.5325,4.064516129,0.052,24/12/1957
3.4,4.064516129,0.052,25/12/1957
1.365,4.064516129,0.052,26/12/1957
27.83125,4.064516129,0.052,27/12/1957
19.6925,4.064516129,0.065,28/12/1957
7.715,4.064516129,0.088,29/12/1957
15.345,4.064516129,0.151,30/12/1957
7.41375,4.064516129,0.218,31/12/1957
0.2025,4.580645161,0.213, 1/01/1958
0,4.580645161,0.104, 2/01/1958
0,4.580645161,0.077, 3/01/1958
0,4.580645161,0.049, 4/01/1958
0,4.580645161,0.049, 5/01/1958
0,4.580645161,0.054, 6/01/1958
0,4.580645161,0.054, 7/01/1958
0,4.580645161,0.049, 8/01/1958
0,4.580645161,0.049, 9/01/1958
0,4.580645161,0.049,10/01/1958
0,4.580645161,0.049,11/01/1958
0,4.580645161,0.045,12/01/1958
0,4.580645161,0.045,13/01/1958
0,4.580645161,0.045,14/01/1958
0,4.580645161,0.045,15/01/1958
0,4.580645161,0.045,16/01/1958
0,4.580645161,0.045,17/01/1958
0,4.580645161,0.045,18/01/1958
0,4.580645161,0.045,19/01/1958
0,4.580645161,0.045,20/01/1958
0,4.580645161,0.045,21/01/1958
0,4.580645161,0.039,22/01/1958
0,4.580645161,0.039,23/01/1958
0,4.580645161,0.039,24/01/1958
0,4.580645161,0.034,25/01/1958
0,4.580645161,0.034,26/01/1958
6.1375,4.580645161,0.034,27/01/1958
5.3325,4.580645161,0.034,28/01/1958
14.3775,4.580645161,0.039,29/01/1958
9.3825,4.580645161,0.049,30/01/1958
1.32875,4.580645161,0.059,31/01/1958
2.33,3.607142857,0.07, 1/02/1958
1.79875,3.607142857,0.07, 2/02/1958
0.3525,3.607142857,0.054, 3/02/1958
0,3.607142857,0.049, 4/02/1958
0,3.607142857,0.049, 5/02/1958
0,3.607142857,0.049, 6/02/1958
0,3.607142857,0.049, 7/02/1958
0,3.607142857,0.045, 8/02/1958
0,3.607142857,0.045, 9/02/1958
21.14375,3.607142857,0.045,10/02/1958
18.38,3.607142857,0.054,11/02/1958
3.41625,3.607142857,0.129,12/02/1958
0,3.607142857,0.077,13/02/1958
0,3.607142857,0.077,14/02/1958
4.125,3.607142857,0.07,15/02/1958
5.79375,3.607142857,0.07,16/02/1958
2.5975,3.607142857,0.049,17/02/1958
1.5075,3.607142857,0.049,18/02/1958
13.53,3.607142857,0.104,19/02/1958
9.46875,3.607142857,0.054,20/02/1958
1.0575,3.607142857,0.077,21/02/1958
0.0875,3.607142857,0.077,22/02/1958
0.0525,3.607142857,0.059,23/02/1958
0,3.607142857,0.059,24/02/1958
0,3.607142857,0.065,25/02/1958
0,3.607142857,0.059,26/02/1958
0,3.607142857,0.059,27/02/1958
0,3.607142857,0.059,28/02/1958
0,2.903225806,0.077, 1/03/1958
0,2.903225806,0.077, 2/03/1958
0,2.903225806,0.07, 3/03/1958
0,2.903225806,0.075, 4/03/1958
0,2.903225806,0.07, 5/03/1958
0.39375,2.903225806,0.07, 6/03/1958
13.4425,2.903225806,0.07, 7/03/1958
8.2925,2.903225806,0.077, 8/03/1958
10.98375,2.903225806,0.088, 9/03/1958
6.70125,2.903225806,0.104,10/03/1958
0.14625,2.903225806,0.104,11/03/1958
0.3,2.903225806,0.129,12/03/1958
0.18,2.903225806,0.129,13/03/1958
0,2.903225806,0.088,14/03/1958
0,2.903225806,0.088,15/03/1958
0,2.903225806,0.077,16/03/1958
0,2.903225806,0.077,17/03/1958
0,2.903225806,0.077,18/03/1958
0.00625,2.903225806,0.077,19/03/1958
0.21625,2.903225806,0.075,20/03/1958
1.165,2.903225806,0.075,21/03/1958
0.6225,2.903225806,0.075,22/03/1958
0,2.903225806,0.075,23/03/1958
0,2.903225806,0.075,24/03/1958
0,2.903225806,0.075,25/03/1958
0,2.903225806,0.07,26/03/1958
0.08125,2.903225806,0.07,27/03/1958
1.12375,2.903225806,0.07,28/03/1958
0.645,2.903225806,0.075,29/03/1958
0,2.903225806,0.07,30/03/1958
0,2.903225806,0.07,31/03/1958
0,2,0.07, 1/04/1958
0,2,0.07, 2/04/1958
0,2,0.07, 3/04/1958
0,2,0.07, 4/04/1958
0.125,2,0.07, 5/04/1958
0.075,2,0.07, 6/04/1958
0,2,0.07, 7/04/1958
0,2,0.07, 8/04/1958
0,2,0.07, 9/04/1958
0,2,0.07,10/04/1958
0,2,0.07,11/04/1958
0,2,0.07,12/04/1958
14.8,2,0.07,13/04/1958
18.7175,2,0.07,14/04/1958
5.95875,2,0.213,15/04/1958
0.03375,2,0.077,16/04/1958
0,2,0.077,17/04/1958
0,2,0.077,18/04/1958
0,2,0.059,19/04/1958
0,2,0.059,20/04/1958
0,2,0.059,21/04/1958
0,2,0.054,22/04/1958
0.025,2,0.054,23/04/1958
0.015,2,0.049,24/04/1958
0,2,0.049,25/04/1958
0,2,0.049,26/04/1958
0,2,0.049,27/04/1958
0,2,0.049,28/04/1958
0,2,0.049,29/04/1958
0.00625,2,0.049,30/04/1958
2.00375,1.258064516,0.049, 1/05/1958
1.20625,1.258064516,0.054, 2/05/1958
0.00375,1.258064516,0.054, 3/05/1958
0,1.258064516,0.052, 4/05/1958
0,1.258064516,0.049, 5/05/1958
0,1.258064516,0.054, 6/05/1958
7.40625,1.258064516,0.054, 7/05/1958
4.44375,1.258064516,0.054, 8/05/1958
0,1.258064516,0.054, 9/05/1958
1.14375,1.258064516,0.054,10/05/1958
0.77375,1.258064516,0.054,11/05/1958
1.09625,1.258064516,0.054,12/05/1958
0.62625,1.258064516,0.059,13/05/1958
7.8375,1.258064516,0.059,14/05/1958
6.83375,1.258064516,0.059,15/05/1958
1.27875,1.258064516,0.059,16/05/1958
0,1.258064516,0.059,17/05/1958
0,1.258064516,0.059,18/05/1958
0,1.258064516,0.059,19/05/1958
0,1.258064516,0.059,20/05/1958
0.15,1.258064516,0.059,21/05/1958
1.58375,1.258064516,0.059,22/05/1958
9.63375,1.258064516,0.059,23/05/1958
5.31125,1.258064516,0.054,24/05/1958
4.785,1.258064516,0.054,25/05/1958
3.22125,1.258064516,0.054,26/05/1958
0.2375,1.258064516,0.054,27/05/1958
0.0075,1.258064516,0.054,28/05/1958
0,1.258064516,0.054,29/05/1958
0,1.258064516,0.054,30/05/1958
0,1.258064516,0.054,31/05/1958
0,1.066666667,0.054, 1/06/1958
0,1.066666667,0.054, 2/06/1958
0,1.066666667,0.054, 3/06/1958
7.31875,1.066666667,0.054, 4/06/1958
5.01625,1.066666667,0.054, 5/06/1958
0.4,1.066666667,0.104, 6/06/1958
0.015,1.066666667,0.104, 7/06/1958
0,1.066666667,0.088, 8/06/1958
0,1.066666667,0.075, 9/06/1958
0,1.066666667,0.075,10/06/1958
0.15625,1.066666667,0.059,11/06/1958
0.09375,1.066666667,0.054,12/06/1958
0.43125,1.066666667,0.054,13/06/1958
13.165,1.066666667,0.054,14/06/1958
9.0875,1.066666667,0.054,15/06/1958
0.80625,1.066666667,0.054,16/06/1958
0,1.066666667,0.054,17/06/1958
0,1.066666667,0.057,18/06/1958
0,1.066666667,0.057,19/06/1958
0,1.066666667,0.059,20/06/1958
0,1.066666667,0.059,21/06/1958
0,1.066666667,0.063,22/06/1958
0.15,1.066666667,0.065,23/06/1958
0.14625,1.066666667,0.065,24/06/1958
0.065,1.066666667,0.068,25/06/1958
1.39375,1.066666667,0.068,26/06/1958
2.90625,1.066666667,0.07,27/06/1958
7.98,1.066666667,0.075,28/06/1958
17.8075,1.066666667,0.075,29/06/1958
12.69875,1.066666667,0.077,30/06/1958
2.75,1.096774194,0.729, 1/07/1958
0.0525,1.096774194,0.729, 2/07/1958
0,1.096774194,0.366, 3/07/1958
0.15625,1.096774194,0.226, 4/07/1958
7.775,1.096774194,0.19, 5/07/1958
5.515,1.096774194,0.208, 6/07/1958
0.84375,1.096774194,0.226, 7/07/1958
0.18,1.096774194,0.226, 8/07/1958
0.94375,1.096774194,0.19, 9/07/1958
0.61,1.096774194,0.158,10/07/1958
0.02625,1.096774194,0.19,11/07/1958
1.96875,1.096774194,0.174,12/07/1958
1.18125,1.096774194,0.129,13/07/1958
0,1.096774194,0.104,14/07/1958
10.31875,1.096774194,0.104,15/07/1958
6.24125,1.096774194,0.097,16/07/1958
2.5425,1.096774194,0.461,17/07/1958
1.51375,1.096774194,0.314,18/07/1958
0.01,1.096774194,0.226,19/07/1958
0.185,1.096774194,0.208,20/07/1958
0.1525,1.096774194,0.208,21/07/1958
0.32,1.096774194,0.208,22/07/1958
0.2325,1.096774194,0.314,23/07/1958
0.08375,1.096774194,0.174,24/07/1958
0.0675,1.096774194,0.226,25/07/1958
5.7475,1.096774194,0.19,26/07/1958
3.435,1.096774194,0.174,27/07/1958
12.15625,1.096774194,0.158,28/07/1958
7.56875,1.096774194,0.158,29/07/1958
0.165,1.096774194,0.19,30/07/1958
0.0125,1.096774194,0.423,31/07/1958
0.0075,1.516129032,0.366, 1/08/1958
0,1.516129032,0.208, 2/08/1958
0,1.516129032,0.19, 3/08/1958
0,1.516129032,0.19, 4/08/1958
0,1.516129032,0.19, 5/08/1958
2.35625,1.516129032,0.19, 6/08/1958
1.42625,1.516129032,0.158, 7/08/1958
0.0825,1.516129032,0.174, 8/08/1958
0.045,1.516129032,0.19, 9/08/1958
0,1.516129032,0.208,10/08/1958
0,1.516129032,0.226,11/08/1958
0.84375,1.516129032,0.226,12/08/1958
1.76875,1.516129032,0.19,13/08/1958
10.83875,1.516129032,0.174,14/08/1958
21.7925,1.516129032,0.158,15/08/1958
19.7525,1.516129032,0.226,16/08/1958
6.19,1.516129032,0.267,17/08/1958
0.21625,1.516129032,0.56,18/08/1958
0.39625,1.516129032,0.56,19/08/1958
3.87375,1.516129032,0.498,20/08/1958
3.4025,1.516129032,0.56,21/08/1958
0.705,1.516129032,0.602,22/08/1958
0,1.516129032,0.314,23/08/1958
