"data for Bass_river(wet)" 
1.0  ! stepsize (days) 
ST1: 8035 time steps 
ST2 
ST3 
*  ! list directed format ok here 
Rain (mm),ET(mm),Runoff (mm/day),Date
1.335,5.548387097,0.247,15/01/1995
0.09375,5.548387097,0.223,16/01/1995
0.05625,5.548387097,0.203,17/01/1995
0.0375,5.548387097,0.187,18/01/1995
3.14125,5.548387097,0.181,19/01/1995
8.0525,5.548387097,0.201,20/01/1995
12.04,5.548387097,0.272,21/01/1995
6.01125,5.548387097,0.356,22/01/1995
1.13875,5.548387097,0.479,23/01/1995
0.3625,5.548387097,0.378,24/01/1995
0.02625,5.548387097,0.328,25/01/1995
0,5.548387097,0.287,26/01/1995
0,5.548387097,0.249,27/01/1995
0.31875,5.548387097,0.214,28/01/1995
1.135,5.548387097,0.195,29/01/1995
0.56625,5.548387097,0.184,30/01/1995
1.7875,5.548387097,0.173,31/01/1995
1.44125,5.25,0.162, 1/02/1995
0.22125,5.25,0.15, 2/02/1995
0,5.25,0.139, 3/02/1995
0,5.25,0.131, 4/02/1995
0,5.25,0.12, 5/02/1995
23.3625,5.25,0.116, 6/02/1995
14.105,5.25,0.743, 7/02/1995
0.0525,5.25,0.733, 8/02/1995
0.18125,5.25,0.423, 9/02/1995
0.10875,5.25,0.314,10/02/1995
11.51875,5.25,0.278,11/02/1995
31.8675,5.25,1.733,12/02/1995
33.1675,5.25,5.959,13/02/1995
70.5475,5.25,9.567,14/02/1995
170.785,5.25,206.37,15/02/1995
102.66,5.25,130.664,16/02/1995
19.0875,5.25,23.633,17/02/1995
8.38125,5.25,12.898,18/02/1995
16.5475,5.25,13.564,19/02/1995
9.13375,5.25,11.689,20/02/1995
0.54375,5.25,7.415,21/02/1995
0,5.25,5.161,22/02/1995
1.075,5.25,4.049,23/02/1995
3.5575,5.25,3.391,24/02/1995
5.15375,5.25,3.034,25/02/1995
3.3875,5.25,2.868,26/02/1995
1.35625,5.25,2.618,27/02/1995
0.33,5.25,2.349,28/02/1995
3.46875,4.580645161,2.092, 1/03/1995
2.43125,4.580645161,1.886, 2/03/1995
0.84125,4.580645161,1.778, 3/03/1995
0.37875,4.580645161,1.643, 4/03/1995
12.5875,4.580645161,1.516, 5/03/1995
63.79,4.580645161,3.109, 6/03/1995
53.87375,4.580645161,21.463, 7/03/1995
20.9725,4.580645161,23.742, 8/03/1995
16.17375,4.580645161,15.567, 9/03/1995
13.33375,4.580645161,11.689,10/03/1995
6.73625,4.580645161,11.035,11/03/1995
1.795,4.580645161,8.678,12/03/1995
0.1275,4.580645161,6.244,13/03/1995
0,4.580645161,4.971,14/03/1995
0,4.580645161,4.05,15/03/1995
17.1125,4.580645161,3.649,16/03/1995
10.2675,4.580645161,4.107,17/03/1995
0,4.580645161,3.147,18/03/1995
0,4.580645161,2.69,19/03/1995
0,4.580645161,2.387,20/03/1995
0,4.580645161,2.183,21/03/1995
0,4.580645161,2.022,22/03/1995
0,4.580645161,1.9,23/03/1995
0,4.580645161,1.765,24/03/1995
0.975,4.580645161,1.638,25/03/1995
4.235,4.580645161,1.551,26/03/1995
3.7275,4.580645161,1.652,27/03/1995
0.9225,4.580645161,1.519,28/03/1995
0,4.580645161,1.403,29/03/1995
0,4.580645161,1.29,30/03/1995
0,4.580645161,1.192,31/03/1995
0.18125,3.433333333,1.112, 1/04/1995
3.54,3.433333333,1.072, 2/04/1995
2.05875,3.433333333,1.215, 3/04/1995
0,3.433333333,1.07, 4/04/1995
0,3.433333333,0.999, 5/04/1995
0,3.433333333,0.938, 6/04/1995
0,3.433333333,0.881, 7/04/1995
0,3.433333333,0.827, 8/04/1995
0,3.433333333,0.785, 9/04/1995
0,3.433333333,0.747,10/04/1995
0,3.433333333,0.71,11/04/1995
1.76875,3.433333333,0.679,12/04/1995
6.4675,3.433333333,0.687,13/04/1995
8.36875,3.433333333,0.805,14/04/1995
8.0375,3.433333333,0.852,15/04/1995
3.4275,3.433333333,0.914,16/04/1995
0.27,3.433333333,0.825,17/04/1995
0,3.433333333,0.723,18/04/1995
0,3.433333333,0.672,19/04/1995
0,3.433333333,0.633,20/04/1995
0.26875,3.433333333,0.602,21/04/1995
2.03625,3.433333333,0.576,22/04/1995
2.09375,3.433333333,0.568,23/04/1995
0.66875,3.433333333,0.574,24/04/1995
15.4275,3.433333333,0.564,25/04/1995
9.25,3.433333333,0.969,26/04/1995
1.14,3.433333333,0.883,27/04/1995
0.83125,3.433333333,0.664,28/04/1995
9.325,3.433333333,0.599,29/04/1995
5.53875,3.433333333,0.74,30/04/1995
1.05625,2.290322581,0.703, 1/05/1995
1.92125,2.290322581,0.596, 2/05/1995
1.785,2.290322581,0.557, 3/05/1995
1.45125,2.290322581,0.541, 4/05/1995
0.50625,2.290322581,0.529, 5/05/1995
0,2.290322581,0.497, 6/05/1995
6.7125,2.290322581,0.463, 7/05/1995
8.84625,2.290322581,0.504, 8/05/1995
7.72875,2.290322581,0.59, 9/05/1995
6.95875,2.290322581,0.656,10/05/1995
4.18375,2.290322581,0.833,11/05/1995
1.23125,2.290322581,0.807,12/05/1995
0.10875,2.290322581,0.685,13/05/1995
0.91875,2.290322581,0.602,14/05/1995
1.8075,2.290322581,0.557,15/05/1995
6.67875,2.290322581,0.533,16/05/1995
5.1925,2.290322581,0.539,17/05/1995
6.3825,2.290322581,0.722,18/05/1995
3.24,2.290322581,1.013,19/05/1995
3.49375,2.290322581,0.744,20/05/1995
3.64625,2.290322581,0.654,21/05/1995
4.02375,2.290322581,0.649,22/05/1995
13.525,2.290322581,0.624,23/05/1995
11.48875,2.290322581,1.218,24/05/1995
3.0175,2.290322581,1.542,25/05/1995
0.195,2.290322581,1.167,26/05/1995
0,2.290322581,0.908,27/05/1995
0,2.290322581,0.77,28/05/1995
0.04375,2.290322581,0.672,29/05/1995
0.35125,2.290322581,0.629,30/05/1995
11.62,2.290322581,0.731,31/05/1995
7.03625,1.8,1.043, 1/06/1995
0.3775,1.8,0.79, 2/06/1995
0.24875,1.8,0.679, 3/06/1995
0.7775,1.8,0.629, 4/06/1995
2.31,1.8,0.603, 5/06/1995
1.225,1.8,0.582, 6/06/1995
0.06,1.8,0.56, 7/06/1995
0,1.8,0.539, 8/06/1995
0,1.8,0.518, 9/06/1995
0,1.8,0.497,10/06/1995
0,1.8,0.477,11/06/1995
0,1.8,0.457,12/06/1995
0,1.8,0.429,13/06/1995
1.99375,1.8,0.417,14/06/1995
6.215,1.8,0.421,15/06/1995
3.655,1.8,0.504,16/06/1995
0.38625,1.8,0.507,17/06/1995
0,1.8,0.434,18/06/1995
0.175,1.8,0.399,19/06/1995
0.105,1.8,0.386,20/06/1995
0.5625,1.8,0.376,21/06/1995
5.9875,1.8,0.368,22/06/1995
4.58375,1.8,0.373,23/06/1995
5.985,1.8,0.408,24/06/1995
3.16125,1.8,0.453,25/06/1995
0,1.8,0.446,26/06/1995
0,1.8,0.418,27/06/1995
1.8,1.8,0.389,28/06/1995
1.08625,1.8,0.376,29/06/1995
0.00375,1.8,0.354,30/06/1995
0,1.774193548,0.333, 1/07/1995
0,1.774193548,0.321, 2/07/1995
0,1.774193548,0.31, 3/07/1995
0,1.774193548,0.307, 4/07/1995
0,1.774193548,0.301, 5/07/1995
1.18125,1.774193548,0.301, 6/07/1995
1.42125,1.774193548,0.302, 7/07/1995
0.4275,1.774193548,0.304, 8/07/1995
0,1.774193548,0.305, 9/07/1995
0.0125,1.774193548,0.305,10/07/1995
0.0075,1.774193548,0.304,11/07/1995
0,1.774193548,0.302,12/07/1995
0,1.774193548,0.3,13/07/1995
0,1.774193548,0.291,14/07/1995
0,1.774193548,0.277,15/07/1995
0,1.774193548,0.263,16/07/1995
0,1.774193548,0.25,17/07/1995
0,1.774193548,0.243,18/07/1995
0,1.774193548,0.239,19/07/1995
0,1.774193548,0.228,20/07/1995
0,1.774193548,0.221,21/07/1995
0,1.774193548,0.223,22/07/1995
0,1.774193548,0.224,23/07/1995
0,1.774193548,0.223,24/07/1995
0,1.774193548,0.221,25/07/1995
0,1.774193548,0.218,26/07/1995
0,1.774193548,0.217,27/07/1995
0,1.774193548,0.217,28/07/1995
0,1.774193548,0.215,29/07/1995
0,1.774193548,0.211,30/07/1995
0,1.774193548,0.204,31/07/1995
0,2.225806452,0.201, 1/08/1995
0,2.225806452,0.199, 2/08/1995
0,2.225806452,0.194, 3/08/1995
0,2.225806452,0.191, 4/08/1995
0,2.225806452,0.187, 5/08/1995
0,2.225806452,0.183, 6/08/1995
0,2.225806452,0.179, 7/08/1995
0,2.225806452,0.175, 8/08/1995
0,2.225806452,0.172, 9/08/1995
0.4375,2.225806452,0.166,10/08/1995
6.1875,2.225806452,0.163,11/08/1995
8.1925,2.225806452,0.171,12/08/1995
9.52,2.225806452,0.206,13/08/1995
7.02375,2.225806452,0.274,14/08/1995
11.93875,2.225806452,0.374,15/08/1995
7.365,2.225806452,0.576,16/08/1995
0.765,2.225806452,0.493,17/08/1995
0,2.225806452,0.343,18/08/1995
0,2.225806452,0.288,19/08/1995
0.00625,2.225806452,0.26,20/08/1995
0.00375,2.225806452,0.243,21/08/1995
0,2.225806452,0.226,22/08/1995
0.65,2.225806452,0.211,23/08/1995
0.39,2.225806452,0.201,24/08/1995
0,2.225806452,0.194,25/08/1995
0,2.225806452,0.186,26/08/1995
0.7125,2.225806452,0.181,27/08/1995
0.4275,2.225806452,0.173,28/08/1995
0,2.225806452,0.166,29/08/1995
0,2.225806452,0.16,30/08/1995
0,2.225806452,0.152,31/08/1995
0,3.233333333,0.144, 1/09/1995
0.53125,3.233333333,0.138, 2/09/1995
0.34375,3.233333333,0.137, 3/09/1995
0.015,3.233333333,0.135, 4/09/1995
0,3.233333333,0.127, 5/09/1995
0,3.233333333,0.123, 6/09/1995
0,3.233333333,0.118, 7/09/1995
0,3.233333333,0.114, 8/09/1995
0,3.233333333,0.113, 9/09/1995
1.54375,3.233333333,0.111,10/09/1995
1.45125,3.233333333,0.11,11/09/1995
0.315,3.233333333,0.106,12/09/1995
0,3.233333333,0.104,13/09/1995
0,3.233333333,0.104,14/09/1995
0,3.233333333,0.103,15/09/1995
0,3.233333333,0.102,16/09/1995
0.025,3.233333333,0.101,17/09/1995
0.6525,3.233333333,0.1,18/09/1995
1.6075,3.233333333,0.099,19/09/1995
0.835,3.233333333,0.098,20/09/1995
0.06,3.233333333,0.098,21/09/1995
0,3.233333333,0.099,22/09/1995
1.9125,3.233333333,0.1,23/09/1995
18.01625,3.233333333,0.12,24/09/1995
10.12125,3.233333333,0.384,25/09/1995
0,3.233333333,0.321,26/09/1995
0,3.233333333,0.206,27/09/1995
0.00625,3.233333333,0.157,28/09/1995
0.00375,3.233333333,0.132,29/09/1995
0,3.233333333,0.116,30/09/1995
2.78125,4.516129032,0.107, 1/10/1995
2.7125,4.516129032,0.102, 2/10/1995
1.8325,4.516129032,0.098, 3/10/1995
0.72375,4.516129032,0.098, 4/10/1995
0,4.516129032,0.097, 5/10/1995
0,4.516129032,0.092, 6/10/1995
1.06875,4.516129032,0.089, 7/10/1995
6.485,4.516129032,0.088, 8/10/1995
3.5125,4.516129032,0.105, 9/10/1995
0.00375,4.516129032,0.106,10/10/1995
0,4.516129032,0.105,11/10/1995
0,4.516129032,0.102,12/10/1995
0,4.516129032,0.094,13/10/1995
1.78125,4.516129032,0.086,14/10/1995
3.675,4.516129032,0.08,15/10/1995
1.56375,4.516129032,0.079,16/10/1995
0,4.516129032,0.079,17/10/1995
0,4.516129032,0.077,18/10/1995
0.00625,4.516129032,0.077,19/10/1995
0.00375,4.516129032,0.076,20/10/1995
0.45625,4.516129032,0.074,21/10/1995
0.46125,4.516129032,0.071,22/10/1995
0.1125,4.516129032,0.065,23/10/1995
0.35,4.516129032,0.063,24/10/1995
4.2975,4.516129032,0.061,25/10/1995
14.83375,4.516129032,0.067,26/10/1995
7.77875,4.516129032,0.108,27/10/1995
0.21,4.516129032,0.122,28/10/1995
0,4.516129032,0.137,29/10/1995
0.00625,4.516129032,0.108,30/10/1995
1.41,4.516129032,0.089,31/10/1995
0.84375,5.2,0.085, 1/11/1995
0,5.2,0.081, 2/11/1995
0,5.2,0.078, 3/11/1995
5.25625,5.2,0.071, 4/11/1995
14.35375,5.2,0.073, 5/11/1995
7.28875,5.2,0.087, 6/11/1995
0.5225,5.2,0.104, 7/11/1995
0.10875,5.2,0.138, 8/11/1995
0,5.2,0.103, 9/11/1995
0,5.2,0.084,10/11/1995
0,5.2,0.073,11/11/1995
2.1375,5.2,0.065,12/11/1995
1.47,5.2,0.06,13/11/1995
1.34375,5.2,0.061,14/11/1995
4.3075,5.2,0.062,15/11/1995
23.00375,5.2,0.096,16/11/1995
26.2175,5.2,0.34,17/11/1995
10.4325,5.2,0.7,18/11/1995
21.43375,5.2,0.45,19/11/1995
37.8075,5.2,0.763,20/11/1995
36.115,5.2,3.943,21/11/1995
24.2075,5.2,8.439,22/11/1995
13.265,5.2,5.01,23/11/1995
3.70875,5.2,1.966,24/11/1995
0,5.2,1.242,25/11/1995
0,5.2,0.855,26/11/1995
0,5.2,0.674,27/11/1995
0,5.2,0.539,28/11/1995
0,5.2,0.436,29/11/1995
0,5.2,0.371,30/11/1995
5.4875,5.838709677,0.334, 1/12/1995
3.83,5.838709677,0.32, 2/12/1995
0.3225,5.838709677,0.33, 3/12/1995
0,5.838709677,0.325, 4/12/1995
6.69375,5.838709677,0.289, 5/12/1995
4.01625,5.838709677,0.282, 6/12/1995
0,5.838709677,0.273, 7/12/1995
0,5.838709677,0.261, 8/12/1995
0,5.838709677,0.235, 9/12/1995
14.86875,5.838709677,0.219,10/12/1995
20.64,5.838709677,0.45,11/12/1995
7.64375,5.838709677,0.744,12/12/1995
0.3675,5.838709677,0.467,13/12/1995
0,5.838709677,0.35,14/12/1995
0,5.838709677,0.28,15/12/1995
21.61875,5.838709677,0.322,16/12/1995
14.38375,5.838709677,0.748,17/12/1995
1.235,5.838709677,0.627,18/12/1995
0.2325,5.838709677,0.438,19/12/1995
0,5.838709677,0.33,20/12/1995
0,5.838709677,0.271,21/12/1995
4.825,5.838709677,0.234,22/12/1995
39.8825,5.838709677,0.548,23/12/1995
22.2925,5.838709677,5.111,24/12/1995
0.06,5.838709677,1.89,25/12/1995
0,5.838709677,1.146,26/12/1995
0,5.838709677,0.832,27/12/1995
4.29375,5.838709677,0.685,28/12/1995
2.57625,5.838709677,0.633,29/12/1995
0,5.838709677,0.54,30/12/1995
0,5.838709677,0.449,31/12/1995
0.18125,5.548387097,0.399, 1/01/1996
5.4525,5.548387097,0.366, 2/01/1996
55.5625,5.548387097,1.204, 3/01/1996
37.27,5.548387097,9.683, 4/01/1996
4.95125,5.548387097,3.757, 5/01/1996
4.28125,5.548387097,2.369, 6/01/1996
2.5325,5.548387097,1.71, 7/01/1996
2.045,5.548387097,1.38, 8/01/1996
71.935,5.548387097,2.532, 9/01/1996
80.985,5.548387097,70.157,10/01/1996
25.48,5.548387097,16.795,11/01/1996
1.44375,5.548387097,8.083,12/01/1996
0,5.548387097,4.855,13/01/1996
0,5.548387097,3.493,14/01/1996
0,5.548387097,2.744,15/01/1996
0,5.548387097,2.348,16/01/1996
0,5.548387097,1.993,17/01/1996
0.89375,5.548387097,1.757,18/01/1996
0.53625,5.548387097,1.595,19/01/1996
0,5.548387097,1.466,20/01/1996
0.4375,5.548387097,1.33,21/01/1996
14.86875,5.548387097,1.274,22/01/1996
11.07,5.548387097,3.347,23/01/1996
1.39,5.548387097,1.841,24/01/1996
10.4725,5.548387097,1.491,25/01/1996
9.83125,5.548387097,1.684,26/01/1996
4.7675,5.548387097,1.668,27/01/1996
1.58875,5.548387097,1.366,28/01/1996
0.00375,5.548387097,1.195,29/01/1996
0,5.548387097,1.051,30/01/1996
0,5.548387097,0.964,31/01/1996
0,5.068965517,0.885, 1/02/1996
0,5.068965517,0.821, 2/02/1996
0,5.068965517,0.72, 3/02/1996
0,5.068965517,0.694, 4/02/1996
0,5.068965517,0.652, 5/02/1996
0,5.068965517,0.613, 6/02/1996
0,5.068965517,0.585, 7/02/1996
0,5.068965517,0.555, 8/02/1996
0,5.068965517,0.52, 9/02/1996
0,5.068965517,0.443,10/02/1996
0,5.068965517,0.426,11/02/1996
1.06875,5.068965517,0.417,12/02/1996
0.64125,5.068965517,0.403,13/02/1996
14.6375,5.068965517,0.385,14/02/1996
33.45125,5.068965517,1.784,15/02/1996
16.695,5.068965517,2.288,16/02/1996
2.73625,5.068965517,1.253,17/02/1996
0.985,5.068965517,0.931,18/02/1996
1.59625,5.068965517,1.279,19/02/1996
11.005,5.068965517,0.931,20/02/1996
18.04625,5.068965517,1.131,21/02/1996
12.795,5.068965517,1.766,22/02/1996
15.47125,5.068965517,1.539,23/02/1996
14.03375,5.068965517,2.439,24/02/1996
7.145,5.068965517,2.633,25/02/1996
5.68375,5.068965517,2.025,26/02/1996
5.5425,5.068965517,1.893,27/02/1996
1.94625,5.068965517,1.599,28/02/1996
9.19375,5.068965517,1.322,29/02/1996
9.06625,4.580645161,1.48, 1/03/1996
3.09875,4.580645161,1.847, 2/03/1996
0.75625,4.580645161,1.45, 3/03/1996
1.62375,4.580645161,1.253, 4/03/1996
3.68,4.580645161,1.126, 5/03/1996
4.5425,4.580645161,1.076, 6/03/1996
1.92875,4.580645161,1.048, 7/03/1996
7.42625,4.580645161,1.038, 8/03/1996
28.43375,4.580645161,1.209, 9/03/1996
36.3925,4.580645161,6.136,10/03/1996
19.44625,4.580645161,7.496,11/03/1996
5.08,4.580645161,5.236,12/03/1996
0.79125,4.580645161,3.49,13/03/1996
0,4.580645161,2.682,14/03/1996
0,4.580645161,2.214,15/03/1996
0,4.580645161,1.883,16/03/1996
0,4.580645161,1.641,17/03/1996
1.75625,4.580645161,1.489,18/03/1996
1.05375,4.580645161,1.391,19/03/1996
0,4.580645161,1.302,20/03/1996
0.26875,4.580645161,1.186,21/03/1996
2.13,4.580645161,1.052,22/03/1996
6.175,4.580645161,1,23/03/1996
6.19,4.580645161,1.023,24/03/1996
5.12875,4.580645161,1.037,25/03/1996
10.7025,4.580645161,1.123,26/03/1996
12.9275,4.580645161,1.322,27/03/1996
6.19125,4.580645161,1.456,28/03/1996
2.4625,4.580645161,1.381,29/03/1996
0.90375,4.580645161,1.215,30/03/1996
0.0875,4.580645161,1.057,31/03/1996
0.05875,3.433333333,0.945, 1/04/1996
0.00375,3.433333333,0.867, 2/04/1996
0,3.433333333,0.825, 3/04/1996
0,3.433333333,0.764, 4/04/1996
0,3.433333333,0.719, 5/04/1996
0,3.433333333,0.662, 6/04/1996
0,3.433333333,0.619, 7/04/1996
0,3.433333333,0.62, 8/04/1996
0.0875,3.433333333,0.604, 9/04/1996
0.0525,3.433333333,0.581,10/04/1996
0,3.433333333,0.543,11/04/1996
0,3.433333333,0.508,12/04/1996
0,3.433333333,0.483,13/04/1996
0,3.433333333,0.457,14/04/1996
0,3.433333333,0.43,15/04/1996
0,3.433333333,0.423,16/04/1996
0,3.433333333,0.416,17/04/1996
0,3.433333333,0.406,18/04/1996
0,3.433333333,0.39,19/04/1996
0,3.433333333,0.371,20/04/1996
0,3.433333333,0.371,21/04/1996
0,3.433333333,0.365,22/04/1996
11.58125,3.433333333,0.354,23/04/1996
10.69875,3.433333333,0.519,24/04/1996
2.425,3.433333333,0.63,25/04/1996
0.105,3.433333333,0.505,26/04/1996
1.625,3.433333333,0.431,27/04/1996
11.6,3.433333333,0.533,28/04/1996
8.51875,3.433333333,0.816,29/04/1996
47.9925,3.433333333,0.628,30/04/1996
112.28,2.290322581,43.105, 1/05/1996
161.80375,2.290322581,179.428, 2/05/1996
115.9375,2.290322581,106.599, 3/05/1996
75.66875,2.290322581,115.116, 4/05/1996
65.675,2.290322581,84.212, 5/05/1996
81.92,2.290322581,154.746, 6/05/1996
38.82875,2.290322581,42.224, 7/05/1996
4.25375,2.290322581,21.112, 8/05/1996
2.2025,2.290322581,14.684, 9/05/1996
0.52,2.290322581,10.706,10/05/1996
0.00375,2.290322581,8.388,11/05/1996
0,2.290322581,6.697,12/05/1996
1.2125,2.290322581,5.608,13/05/1996
6.84625,2.290322581,4.907,14/05/1996
69.58375,2.290322581,11.535,15/05/1996
53.96625,2.290322581,29.412,16/05/1996
31.61375,2.290322581,18.153,17/05/1996
25.93375,2.290322581,24.228,18/05/1996
11.85625,2.290322581,18.228,19/05/1996
10.65625,2.290322581,12.85,20/05/1996
4.75125,2.290322581,9.874,21/05/1996
0,2.290322581,7.811,22/05/1996
0,2.290322581,6.346,23/05/1996
0,2.290322581,5.436,24/05/1996
0.75625,2.290322581,4.666,25/05/1996
4.3725,2.290322581,4.311,26/05/1996
2.35125,2.290322581,4.035,27/05/1996
0,2.290322581,3.601,28/05/1996
1.6625,2.290322581,3.199,29/05/1996
1.635,2.290322581,2.95,30/05/1996
0.7575,2.290322581,2.787,31/05/1996
2.05625,1.8,2.611, 1/06/1996
7.27375,1.8,2.507, 2/06/1996
4.155,1.8,2.618, 3/06/1996
0.995,1.8,2.352, 4/06/1996
3.0975,1.8,2.169, 5/06/1996
1.69125,1.8,2.094, 6/06/1996
2.025,1.8,1.987, 7/06/1996
1.18125,1.8,1.867, 8/06/1996
0,1.8,1.772, 9/06/1996
13.9625,1.8,1.85,10/06/1996
23.015,1.8,2.982,11/06/1996
16.50125,1.8,3.848,12/06/1996
10.625,1.8,3.53,13/06/1996
8.52125,1.8,4.044,14/06/1996
14.005,1.8,4.586,15/06/1996
10.8425,1.8,8.304,16/06/1996
3.07125,1.8,7.648,17/06/1996
0.32625,1.8,5.596,18/06/1996
0,1.8,4.37,19/06/1996
0.54375,1.8,3.735,20/06/1996
0.77625,1.8,3.229,21/06/1996
0.36375,1.8,2.864,22/06/1996
0.05625,1.8,2.62,23/06/1996
0,1.8,2.388,24/06/1996
0,1.8,2.227,25/06/1996
0,1.8,2.073,26/06/1996
0,1.8,1.959,27/06/1996
0,1.8,1.82,28/06/1996
0,1.8,1.744,29/06/1996
0,1.8,1.649,30/06/1996
0,1.774193548,1.578, 1/07/1996
0,1.774193548,1.522, 2/07/1996
0,1.774193548,1.438, 3/07/1996
0,1.774193548,1.443, 4/07/1996
0,1.774193548,1.394, 5/07/1996
0,1.774193548,1.355, 6/07/1996
0,1.774193548,1.346, 7/07/1996
0.04375,1.774193548,1.269, 8/07/1996
1.98875,1.774193548,1.228, 9/07/1996
1.1775,1.774193548,1.216,10/07/1996
0,1.774193548,1.165,11/07/1996
0,1.774193548,1.098,12/07/1996
0,1.774193548,1.041,13/07/1996
0,1.774193548,0.98,14/07/1996
0,1.774193548,0.896,15/07/1996
0,1.774193548,0.867,16/07/1996
0,1.774193548,0.845,17/07/1996
0,1.774193548,0.823,18/07/1996
0,1.774193548,0.805,19/07/1996
0,1.774193548,0.769,20/07/1996
0,1.774193548,0.737,21/07/1996
0,1.774193548,0.7,22/07/1996
0,1.774193548,0.688,23/07/1996
0,1.774193548,0.681,24/07/1996
0.65,1.774193548,0.663,25/07/1996
1.9275,1.774193548,0.643,26/07/1996
46.31,1.774193548,0.719,27/07/1996
27.2325,1.774193548,4.808,28/07/1996
0,1.774193548,2.012,29/07/1996
0,1.774193548,1.27,30/07/1996
0,1.774193548,1.019,31/07/1996
0,2.225806452,0.892, 1/08/1996
0,2.225806452,0.801, 2/08/1996
0,2.225806452,0.739, 3/08/1996
0,2.225806452,0.701, 4/08/1996
0,2.225806452,0.671, 5/08/1996
0,2.225806452,0.639, 6/08/1996
0.175,2.225806452,0.62, 7/08/1996
0.105,2.225806452,0.614, 8/08/1996
0,2.225806452,0.601, 9/08/1996
0,2.225806452,0.578,10/08/1996
0,2.225806452,0.572,11/08/1996
0,2.225806452,0.555,12/08/1996
0,2.225806452,0.538,13/08/1996
0,2.225806452,0.527,14/08/1996
0,2.225806452,0.51,15/08/1996
3.88125,2.225806452,0.488,16/08/1996
5.235,2.225806452,0.499,17/08/1996
1.74375,2.225806452,0.53,18/08/1996
0,2.225806452,0.51,19/08/1996
0,2.225806452,0.463,20/08/1996
0,2.225806452,0.432,21/08/1996
0,2.225806452,0.418,22/08/1996
0,2.225806452,0.408,23/08/1996
0.18125,2.225806452,0.403,24/08/1996
0.10875,2.225806452,0.395,25/08/1996
0,2.225806452,0.383,26/08/1996
0,2.225806452,0.373,27/08/1996
0,2.225806452,0.366,28/08/1996
8.075,2.225806452,0.359,29/08/1996
20.0075,2.225806452,0.437,30/08/1996
9.0975,2.225806452,1.012,31/08/1996
0,3.233333333,0.674, 1/09/1996
0,3.233333333,0.5, 2/09/1996
0,3.233333333,0.415, 3/09/1996
0.09375,3.233333333,0.375, 4/09/1996
0.05625,3.233333333,0.353, 5/09/1996
0,3.233333333,0.337, 6/09/1996
0,3.233333333,0.327, 7/09/1996
0,3.233333333,0.309, 8/09/1996
0,3.233333333,0.294, 9/09/1996
0,3.233333333,0.283,10/09/1996
0.09375,3.233333333,0.276,11/09/1996
0.05625,3.233333333,0.27,12/09/1996
0,3.233333333,0.257,13/09/1996
0,3.233333333,0.247,14/09/1996
0,3.233333333,0.241,15/09/1996
0,3.233333333,0.237,16/09/1996
0,3.233333333,0.232,17/09/1996
0,3.233333333,0.223,18/09/1996
0,3.233333333,0.22,19/09/1996
8.0375,3.233333333,0.226,20/09/1996
4.91625,3.233333333,0.26,21/09/1996
0.05625,3.233333333,0.267,22/09/1996
0,3.233333333,0.252,23/09/1996
0,3.233333333,0.232,24/09/1996
0,3.233333333,0.22,25/09/1996
0,3.233333333,0.204,26/09/1996
0.48125,3.233333333,0.195,27/09/1996
0.28875,3.233333333,0.193,28/09/1996
2.65,3.233333333,0.19,29/09/1996
9.95875,3.233333333,0.188,30/09/1996
5.02125,4.516129032,0.218, 1/10/1996
0,4.516129032,0.226, 2/10/1996
0,4.516129032,0.218, 3/10/1996
0,4.516129032,0.195, 4/10/1996
0,4.516129032,0.189, 5/10/1996
3.825,4.516129032,0.187, 6/10/1996
5.48875,4.516129032,0.186, 7/10/1996
2.54125,4.516129032,0.185, 8/10/1996
0.375,4.516129032,0.192, 9/10/1996
0,4.516129032,0.205,10/10/1996
0,4.516129032,0.186,11/10/1996
0,4.516129032,0.166,12/10/1996
0,4.516129032,0.157,13/10/1996
0,4.516129032,0.157,14/10/1996
0,4.516129032,0.15,15/10/1996
0,4.516129032,0.145,16/10/1996
0,4.516129032,0.142,17/10/1996
0.19375,4.516129032,0.139,18/10/1996
0.11625,4.516129032,0.137,19/10/1996
0,4.516129032,0.136,20/10/1996
0,4.516129032,0.132,21/10/1996
7.55,4.516129032,0.127,22/10/1996
17.6925,4.516129032,0.177,23/10/1996
8.5225,4.516129032,0.495,24/10/1996
0.375,4.516129032,0.388,25/10/1996
0,4.516129032,0.265,26/10/1996
0,4.516129032,0.204,27/10/1996
0,4.516129032,0.179,28/10/1996
3.19375,4.516129032,0.165,29/10/1996
8.21,4.516129032,0.156,30/10/1996
4.40125,4.516129032,0.151,31/10/1996
0.375,5.2,0.151, 1/11/1996
1.7875,5.2,0.153, 2/11/1996
1.0725,5.2,0.153, 3/11/1996
0,5.2,0.149, 4/11/1996
28.6,5.2,0.139, 5/11/1996
37.185,5.2,0.2, 6/11/1996
13.265,5.2,1.339, 7/11/1996
3.15625,5.2,0.865, 8/11/1996
1.44375,5.2,0.596, 9/11/1996
0,5.2,0.444,10/11/1996
0,5.2,0.338,11/11/1996
0,5.2,0.249,12/11/1996
0,5.2,0.209,13/11/1996
0,5.2,0.187,14/11/1996
0,5.2,0.165,15/11/1996
3.66875,5.2,0.149,16/11/1996
6.3325,5.2,0.146,17/11/1996
2.47875,5.2,0.168,18/11/1996
3.04375,5.2,0.168,19/11/1996
1.82625,5.2,0.154,20/11/1996
0,5.2,0.192,21/11/1996
16.51875,5.2,0.628,22/11/1996
